"","beta","p","AIC","AUC"
"Stabl_top10",0,1,NA,NA
"Stabl_top15",1.46483233761802,0.19073202375107,21.8310123115755,0.814814814814815
"Stabl_top20",1.30804121095246,0.187285814012609,21.8330000080689,0.814814814814815
"Stabl_top25",0.987923921308475,0.0257497237508512,23.990699518151,0.833333333333333
"Stabl_top30",1.14827640168642,0.0206365777787573,22.8019215331126,0.87037037037037
