"","beta","p","AIC","AUC"
"Stabl_top10",0.44352590797479,0.057093763672671,100.638008320538,0.643181818181818
"Stabl_top15",0.475696423935389,0.0138703849439316,97.7893150714332,0.681060606060606
"Stabl_top20",0.551778772854491,0.00472516974883792,95.3119004917659,0.695454545454545
"Stabl_top25",0.519542539926271,0.00609811945399261,95.9761094646747,0.677272727272727
"Stabl_top30",0.530703066746397,0.00577065308522383,95.814283375183,0.693181818181818
