"v1","v2","b1","b2","p1","p2","AIC","AUC"
"T_Inflamed","Stabl_top10",0.194644527875256,-1.52720632561734,0.705864767987783,0.0740259052011611,39.1525463526155,0.716666666666667
"T_Inflamed","Stabl_top15",0.237128282738427,-1.97038604204081,0.658712385057451,0.0585686913944009,38.2798323081778,0.727777777777778
"T_Inflamed","Stabl_top20",0.27901639793711,-1.79874624507437,0.593490185792771,0.12131079576609,39.940967239368,0.655555555555556
"T_Inflamed","Stabl_top25",0.26953914850537,-1.80923292911277,0.602545116520927,0.11814172082981,40.0616145491416,0.677777777777778
"T_Inflamed","Stabl_top30",0.234390395785197,-2.17141566567132,0.652724172779655,0.0744231255591313,38.9504527751065,0.716666666666667
