"v1","v2","b1","b2","p1","p2","AIC","AUC"
"T_Inflamed","Stabl_top10",0,0,1,1,NA,NA
"T_Inflamed","Stabl_top15",1.81904965890525,-11.0483473880713,0.216267791927423,0.995335422567142,23.8220960600024,0.814814814814815
"T_Inflamed","Stabl_top20",1.81904965890525,-11.0483473880713,0.216267791927423,0.995335422567142,23.8220960600024,0.814814814814815
"T_Inflamed","Stabl_top25",2.09380951972747,-2.77592710303119,0.0848953976099568,0.0710880547831311,25.4729084910464,0.861111111111111
"T_Inflamed","Stabl_top30",2.09598853961962,-3.46162806089606,0.0802326483807268,0.0545820957814526,24.5997524103592,0.87962962962963
