"","beta","p","AIC","AUC"
"Stabl_top10",1.02331091162064,0.00917963733651673,46.2309007041741,0.78030303030303
"Stabl_top15",1.74850708467631,0.00242882005331321,35.9536402541897,0.891414141414141
"Stabl_top20",1.67995183870965,0.00326915033805582,36.4893332629115,0.863636363636364
"Stabl_top25",1.2757985046117,0.00422515293524002,40.6256008543975,0.848484848484849
"Stabl_top30",1.23896329595347,0.00429942382869333,41.0884642973636,0.845959595959596
