"v1","v2","b1","b2","p1","p2","AIC","AUC"
"T_Inflamed","Stabl_top10",1.89095780046891,-0.318373600083519,5.81378801938174e-05,0.571211462618144,80.7483622641786,0.823484848484848
"T_Inflamed","Stabl_top15",1.91650798711751,-0.498718385841854,4.22989126554889e-05,0.430956752893469,80.4444289790091,0.824242424242424
"T_Inflamed","Stabl_top20",1.96934616460222,-0.705550733222537,3.76808115551133e-05,0.306319917240035,80.0120162221631,0.829545454545455
"T_Inflamed","Stabl_top25",1.9543544471972,-0.630851544394836,4.58348881468595e-05,0.375938486288148,80.2830009373998,0.823484848484848
"T_Inflamed","Stabl_top30",1.94012993763968,-0.620327242119307,4.55564223212899e-05,0.403636440413046,80.3698488180074,0.825757575757576
