"","beta","p","AIC","AUC"
"T_Inflamed",1.66794894305538,0.0820668759606424,28.0774563911669,0.694444444444444
"Stabl_top10",0,1,NA,NA
"Stabl_top15",-10.7057499272772,0.995982723596525,24.1903500653138,0.75
"Stabl_top20",-10.7057499272772,0.995982723596525,24.1903500653138,0.75
"Stabl_top25",-2.17285261633682,0.0897731585953503,28.9256714541979,0.722222222222222
"Stabl_top30",-3.00147985575032,0.0587380922858083,27.780548667967,0.759259259259259
